"OTU_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"H18_1_M.s19967","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H10_1_M.s15859","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_1_M.s53268","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H1_1_M.s14903","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s41878","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H18_2_T_2.s34138","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H13_1_M.s101577","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H15_1_M.s91931","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H18_2_M.s23500","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_2_M.s19338","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_2_M.s24438","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H10_1_T.s10410","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H1_1_M.s1055","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_3_M.s1003","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H18_2_T.s45772","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_2_M.s28895","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_2_M.s4416","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_3_M.s30112","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_3_M.s20047","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s3612","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_M.s23929","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H1_3_M.s100164","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H2_2_T.s6","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_M.s1141","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_T.s16918","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s117923","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H2_1_T.s50252","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_2_T.s1436","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_M.s18247","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_M.s49661","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s6002","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s44268","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_1_M.s100969","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H16_1_T.s99684","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_1_M.s105365","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H15_1_M.s112684","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_1_M.s36363","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H15_1_M.s49427","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s21289","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_2_T.s34031","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H19_2_M.s14991","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_2_M.s33106","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter arcticus"
"H15_1_M.s2214","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s48431","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H2_3_T.s18484","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s41467","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H2_3_T.s34803","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_1_M.s105870","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_T.s24980","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_T.s10030","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_T.s11005","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_M.s15615","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s24241","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H9_2_T.s15335","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H5_2_M.s10642","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H17_2_M.s12584","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_3_T.s44600","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H5_2_M.s39372","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s24227","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s13959","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_3_M.s86","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H15_1_T.s22394","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H10_2_T.s29805","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter bucti"
"H19_1_M.s4895","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_2_T.s1585","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H19_1_M.s15529","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H6_1_M.s12376","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H6_1_M.s29109","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H6_1_M.s18594","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H6_1_M.s19007","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H6_1_M.s12928","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H6_1_M.s30299","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_2_M.s3101","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_3_M.s20310","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_1_M.s4333","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_1_M.s17849","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_1_M.s26535","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_3_M.s4793","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_1_M.s10006","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_1_M.s754","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_1_M.s19863","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_1_T.s9421","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H18_2_T.s21069","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s24408","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H2_2_T.s25970","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H10_2_M.s20160","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_2_M.s9346","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_1_M.s18435","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H8_2_M.s1215","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H6_1_T.s30162","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_3_M.s38985","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_1_M.s14199","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H15_1_M.s10881","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s3978","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s34095","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H18_2_T.s13304","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H11_2_M.s21675","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_2_M.s17523","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H11_2_M.s39553","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H11_2_M.s10778","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H1_1_M.s104083","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s110228","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H10_2_M.s18601","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s90578","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_M.s15557","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_T.s1488","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_1_M.s26","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H16_2_M.s32812","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s45265","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s1502","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s3330","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s9583","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s23261","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_1_M.s26395","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_1_M.s46756","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter ginsengisoli"
"H11_3_M.s6436","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s29012","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H18_2_M.s12287","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H18_2_M.s12111","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H19_3_T.s1076","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H10_3_M.s6310","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T_2.s14978","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H9_2_T.s51","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter polaris"
"H1_3_T.s35302","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter polaris"
"H11_3_T.s24780","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_M.s11652","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter flocculans"
"H11_2_T.s10815","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter flocculans"
"H1_2_T.s29555","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter flocculans"
"H1_1_M.s107900","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter polaris"
"H18_2_T.s31458","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s54","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter ginkgonis"
"H13_1_M.s13254","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_3_T.s19028","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_2_T.s14764","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_3_T.s15722","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter ginkgonis"
"H18_2_T_2.s16833","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_3_T.s97655","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s2500","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H3_2_T.s168","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H2_1_T.s47339","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_3_T.s16792","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s16091","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s12363","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter ginkgonis"
"H1_1_M.s54692","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter ginkgonis"
"H1_3_T.s46","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter polaris"
"H1_3_T.s21757","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter polaris"
"H1_1_M.s100078","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s103776","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s107395","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H1_3_T.s103240","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_2_T.s11899","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s8128","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s99047","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_1_M.s29","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s89907","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H13_1_M.s119872","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s7933","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s104638","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H13_1_M.s104984","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H12_1_M.s110","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s13","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s92433","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H13_3_T.s11401","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H6_1_T.s64","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H16_2_M.s18560","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H10_1_M.s24777","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_2_M.s38041","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
"H11_3_T.s14361","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H2_1_M.s4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H11_2_T.s20606","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H15_1_M.s101735","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s10012","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_2_T.s12175","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_2_T.s29516","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s42119","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s14330","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H1_1_T.s6760","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_2_T.s17932","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s100760","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H15_1_M.s80777","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter setariae"
"H18_2_M.s33414","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H10_2_M.s10328","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_3_M.s26762","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H13_1_M.s27048","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter sp004684095"
"H18_2_T_2.s5487","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_3_M.s7052","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s64364","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H11_3_T.s3654","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s23894","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_3_T.s135560","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s73970","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H18_2_T.s38707","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554",NA
"H1_1_M.s18041","Bacteria","Bacteroidota","Bacteroidia","Cytophagales_B","Hymenobacteraceae","Hymenobacter_910554","Hymenobacter baengnokdamensis"
